id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap
764,IWF,Men,In a relationship,15th,4,2,2,3,yes,1,3738654,4,More than 1M,5,32,16,53,82,70,16,38,7.4,7.4,62,Over 55,9,1,0,1,5,48,6,9,Consulting,Consulting,2.2,1.5,1.3,0.9,0.7,0.5,0.9,2.1,2.7,2.8,0.7,0.7,1.8,7.7,12.2,4.5,5.8,1.7,0.3,2.9,3.6,1.85,2.37,1.1,0.7,0.6,0.45,0.7,1.8,Triumvirate,75,77,10,-19,20
765,Xilio,Men,In a relationship,25th,6,0,0,1,no,2,148033,1,Less than 150K,1,89,82,90,76,69,82,18,3.7,3.7,33,0 - 35,4,2,6,3,2,52,8,0,Healthcare,Healthcare,0.1,0.5,0.4,1.5,1.6,2.6,2.4,2,0.5,2.7,2.4,1.3,2.3,1.3,3.8,1.3,9.9,3.8,1.7,7.9,3.3,0.1,2.02,0.35,1.25,1.35,2.2,2,1.65,Purpose Seeker,51,81,-7,15,-13
766,HBS,Women,Married,10th,3,2,2,3,yes,1,660265,4,500K - 1M,4,46,69,93,38,83,69,77,3.4,3.4,75,Over 55,10,2,10,11,4,50,18,3,Consulting,Consulting,1.7,1,2.9,0.9,3,2.2,2.7,1.9,2.4,0.6,1.9,1.9,1.6,6.1,8.1,9.6,6,6.9,1.5,9.1,3.1,1.4,2.28,2.4,0.75,2.5,1.85,2.25,1.55,Joy Seeker,38,72,19,-13,1
767,IWF,Women,Single,1st,1,4,3+,4,yes,1,2740309,4,More than 1M,5,74,32,32,35,19,32,53,6.3,6.3,74,Over 55,8,9,9,10,12,53,18,4,Tech,Tech,2.3,2.2,1.6,1.8,2.6,0.8,2.9,0.8,2.4,1.9,1.8,0.8,1.9,7.9,18.4,5.3,11.9,6,0.5,9.8,1.4,1.9,2.38,1.3,1.5,2.15,0.65,2.45,0.7,Triumvirate,64,21,10,-8,10
768,IWF,Men,Single,40th+,9,3,3+,4,yes,1,2948258,4,More than 1M,5,21,16,28,75,41,16,42,7.4,7.4,63,Over 55,5,5,8,7,13,54,0,0,Tech,Healthcare,2.6,1.4,0.7,1.3,0.3,0.2,0.7,1.1,0.4,2.3,1.1,0.2,2.8,8.9,11.9,2.4,8.7,0.7,0.1,2.3,1.9,2.2,2.44,0.6,1.1,0.25,0.15,0.6,0.95,Purposeful Striver,38,18,4,11,-19
769,Xilio,Men,In a relationship,15th,4,0,0,1,no,2,1245502,2,More than 1M,5,58,71,30,24,40,71,72,4.2,4.2,41,35 - 45,1,7,10,0,3,48,11,3,Consulting,Tech,1,1.1,1.5,0.5,2.1,0.8,2.6,0.3,1.2,3,1.4,0,0.9,4.1,9.4,5,3.3,4.9,0.5,8.8,0.5,0.85,2.17,1.25,0.4,1.75,0.65,2.2,0.25,Triumvirate,50,64,7,-13,-4
770,Xilio,Women,In a relationship,30th,7,2,2,3,yes,1,4656038,3,More than 1M,5,61,89,60,25,65,89,13,9.5,9.5,54,45 - 55,7,3,7,10,12,49,11,1,Tech,Finance,2.5,1.2,2,0.3,1,2.7,1,2.2,0.5,0.5,1.8,0.1,1.1,8.4,9.9,6.8,2.3,2.4,1.8,3.3,3.6,2.05,2.41,1.7,0.3,0.85,2.3,0.8,1.8,Purposeful Striver,82,82,-8,10,-16
771,Xilio,Men,Married,40th+,9,4,3+,4,yes,1,1451796,4,More than 1M,5,45,49,81,26,81,49,99,5.1,5.1,56,Over 55,9,1,2,7,5,53,12,2,Other,Healthcare,0.3,1.4,0.2,1.6,0,1.9,0.3,1.5,0.8,2.3,1.4,0,2.2,2,11.5,0.8,10.9,0,1.3,1.1,2.5,0.3,2.06,0.2,1.35,0,1.6,0.3,1.25,Striver,30,38,2,5,13
772,Xilio,Men,In a relationship,1st,1,3,3+,4,yes,1,2792779,3,More than 1M,5,35,57,93,17,56,57,85,6.1,6.1,51,45 - 55,10,4,0,1,13,48,6,6,Healthcare,Other,2.5,2.4,0.8,2.7,1.2,2.2,2.6,2.1,0.8,1,2.1,0.3,1.8,8.6,19.6,2.7,18,2.8,1.4,8.7,3.5,2.1,2.42,0.7,2.25,1,1.8,2.2,1.75,Flourisher,79,32,-15,-24,-11
773,Xilio,Men,Single,15th,4,2,2,3,yes,1,2349049,4,More than 1M,5,96,85,74,23,60,85,13,6.1,6.1,73,Over 55,9,1,7,9,13,51,3,3,Healthcare,Consulting,0.4,2.7,2.4,1,0.7,0.8,1.9,0.7,1.7,0.5,1.3,0.7,0.5,2.1,22.3,8.1,6.9,1.6,0.5,6.4,1.2,0.3,2.06,2,0.85,0.6,0.65,1.6,0.6,Joyful Striver,51,11,19,-10,-11
774,HBS,Women,Single,30th,7,0,0,1,no,2,3750464,4,More than 1M,5,21,90,55,88,17,90,55,8,8,78,Over 55,5,9,8,5,15,54,16,4,Other,Other,1.2,2.9,1.4,2.2,2.5,2.2,0.5,1,1.2,1.3,0.6,0.7,1.1,4.6,23.9,4.6,14.7,5.7,1.4,1.6,1.6,1,2.2,1.15,1.85,2.05,1.8,0.4,0.8,Striver,63,45,7,-17,-22
775,IWF,Women,Married,10th,3,3,3+,4,yes,1,2222614,4,More than 1M,5,88,17,26,77,40,17,66,6,6,79,Over 55,7,5,6,5,6,51,4,4,Consulting,Consulting,2.4,2.4,1.6,2,1,0.1,1.3,1,2.8,2.4,0.6,3,1.4,8.2,19.7,5.5,13.2,2.4,0.1,4.3,1.7,2,2.4,1.35,1.65,0.85,0.05,1.05,0.85,Joy Seeker,52,89,-9,-17,6
776,HBS,Women,Married,40th+,9,3,3+,4,yes,1,800173,1,500K - 1M,4,53,83,79,54,43,83,14,3.1,3.1,34,0 - 35,10,3,3,7,14,55,0,1,Healthcare,Tech,0.4,0.9,1.3,2.8,2.5,1.1,0.9,0.1,0.4,1.4,0,0.9,1.3,2.3,7.9,4.3,18.6,5.8,0.8,2.9,0.1,0.35,2.07,1.1,2.35,2.05,0.95,0.7,0.05,Striver,38,33,-20,12,-3
777,IWF,Women,Married,5th,2,2,2,3,yes,1,2699355,4,More than 1M,5,66,26,55,82,32,26,10,5.9,5.9,76,Over 55,7,1,0,6,5,55,16,0,Consulting,Other,0.7,2.1,0.1,2.5,0,1.9,2.2,1,2.9,1.6,0.9,0.4,0.5,3.1,17.2,0.4,16.4,0,1.3,7.4,1.7,0.55,2.11,0.1,2.05,0,1.55,1.85,0.85,Purpose Seeker,88,41,-22,-15,-20
778,HBS,Men,In a relationship,15th,4,1,1,2,yes,1,3442504,4,More than 1M,5,64,52,86,65,26,52,27,7,7,67,Over 55,3,7,0,5,15,49,9,5,Consulting,Other,2.2,1.3,0.5,1.7,0.9,0.4,1.4,2.4,0.7,3,2.2,1.6,2.8,7.5,10.9,1.7,11.3,2.2,0.3,4.5,4,1.8,2.36,0.4,1.4,0.75,0.35,1.15,2,Purpose Seeker,79,8,-6,-4,-2
779,Xilio,Women,Single,10th,3,0,0,1,no,2,4883260,3,More than 1M,5,44,51,48,62,10,51,89,8.8,8.8,52,45 - 55,0,9,6,2,11,54,18,6,Healthcare,Healthcare,2.2,0.8,1.3,2,0.7,2.5,3,2.7,2.3,1.2,2.4,2.6,2.3,7.5,6.4,4.5,13.1,1.7,1.6,9.9,4.5,1.8,2.36,1.1,1.65,0.6,2.05,2.45,2.25,Joy Seeker,30,11,1,7,-6
780,Xilio,Men,Single,15th,4,3,3+,4,yes,1,497010,4,250K – 500K,3,57,79,15,39,33,79,11,3.9,3.9,59,Over 55,6,8,2,6,0,48,14,3,Healthcare,Other,1.9,2.5,0.6,2.7,0.7,0.7,0.2,1.6,1,1.8,0.6,2,1.4,6.8,21,2.1,18,1.6,0.5,0.5,2.6,1.6,2.32,0.5,2.25,0.6,0.6,0.15,1.3,Triumvirate,51,86,-11,10,11
781,HBS,Men,Married,20th,5,3,3+,4,yes,1,1685016,3,More than 1M,5,28,50,67,21,12,50,20,5.1,5.1,49,45 - 55,8,0,7,0,13,52,0,6,Tech,Healthcare,2.1,0.1,0.1,1.2,0.2,2,1.1,1.4,0.4,1.1,2.9,0.9,2,7.2,1,0.5,8,0.5,1.3,3.6,2.3,1.75,2.35,0.1,1,0.15,1.65,0.9,1.15,Purposeful Striver,81,51,-20,19,-6
782,IWF,Men,Married,10th,3,4,3+,4,yes,1,1727900,1,More than 1M,5,20,13,46,80,10,13,12,4.4,4.4,32,0 - 35,6,2,1,4,9,55,11,9,Consulting,Healthcare,1.6,2.7,2.5,1,0.6,1.2,1.4,0.1,2.6,1.2,1.5,1.7,2.7,5.9,22.5,8.4,6.5,1.3,0.8,4.8,0.2,1.35,2.27,2.1,0.8,0.45,1,1.2,0.1,Joy Seeker,5,88,-12,-3,-14
783,Xilio,Men,In a relationship,10th,3,1,1,2,yes,1,4610497,4,More than 1M,5,25,91,38,85,27,91,15,8.7,8.7,64,Over 55,0,1,0,7,9,54,12,6,Healthcare,Consulting,0.8,1.4,2.9,0,1.7,1.8,1.5,2.6,0.9,2.1,2.8,2.1,0.4,3.3,11.5,9.8,0.2,3.9,1.2,5,4.4,0.65,2.13,2.45,0.05,1.4,1.5,1.25,2.2,Flourisher,29,41,-15,19,7
784,HBS,Women,Single,15th,4,3,3+,4,yes,1,4251038,4,More than 1M,5,89,78,31,46,10,78,91,8.4,8.4,56,Over 55,7,2,10,8,7,54,4,1,Other,Consulting,1,1.9,2.4,2.5,0.9,0.3,0.9,0,2,2.8,2.1,2.2,0.8,4.1,15.9,7.9,16.5,2,0.2,3.2,0.1,0.85,2.17,2,2.05,0.75,0.25,0.8,0.05,Flourisher,4,17,13,19,2
785,IWF,Men,Single,20th,5,2,2,3,yes,1,953875,3,500K - 1M,4,43,72,94,76,95,72,23,4.4,4.4,48,45 - 55,8,9,10,7,13,49,19,1,Consulting,Consulting,0.5,2,2.6,2.4,1.3,0.1,2.2,2.8,1.7,1.6,2.2,2,1.6,2.6,16.5,8.5,16,2.9,0,7.3,4.7,0.45,2.09,2.15,2,1.05,0.05,1.8,2.35,Joy Seeker,10,76,-17,8,-18
786,HBS,Women,Single,5th,2,3,3+,4,yes,1,2153221,2,More than 1M,5,21,13,51,44,38,13,18,6.1,6.1,36,35 - 45,1,5,8,0,5,49,10,7,Tech,Healthcare,2.7,2.7,0.7,0.3,1.1,2.7,2.6,1.5,1.4,2.3,0.3,2.6,2.4,9.2,22.4,2.4,2.1,2.6,1.8,8.7,2.4,2.25,2.45,0.6,0.25,0.95,2.25,2.2,1.2,Purposeful Striver,56,46,0,-17,-25
787,HBS,Women,Married,10th,3,2,2,3,yes,1,3910993,1,More than 1M,5,29,58,60,94,41,58,55,8.1,8.1,33,0 - 35,10,6,3,10,2,52,12,2,Tech,Healthcare,1.8,1.9,2.9,1.7,2.6,0.8,2.8,1,1.5,0.3,0.7,2.6,0.1,6.3,15.9,9.6,11.5,6.1,0.5,9.4,1.7,1.45,2.29,2.4,1.45,2.2,0.65,2.35,0.85,Flourisher,17,32,-10,-2,11
788,IWF,Women,Single,5th,2,4,3+,4,yes,1,4761502,2,More than 1M,5,31,51,53,49,59,51,16,8.9,8.9,38,35 - 45,10,3,6,0,9,55,4,1,Finance,Finance,1.2,1.8,0.6,1.4,2.7,2.5,2.4,2.8,2.2,0.6,0,1.7,3,4.6,15.3,2,9.3,6.3,1.6,8.1,4.6,1,2.2,0.5,1.15,2.25,2.05,2,2.3,Purpose Seeker,74,79,-21,-18,-4
789,IWF,Women,Married,10th,3,1,1,2,yes,1,2598103,3,More than 1M,5,33,91,66,52,84,91,31,6.1,6.1,47,45 - 55,9,9,6,9,9,49,11,0,Finance,Tech,1.4,0.2,2.9,0.4,1.5,3,2.6,0.1,0.3,1.5,2.1,1.3,1.4,5.2,1.7,9.5,2.4,3.5,2,8.5,0.1,1.15,2.23,2.4,0.3,1.25,2.5,2.15,0.05,Purposeful Striver,17,80,-16,-19,-20
790,IWF,Women,In a relationship,30th,7,1,1,2,yes,1,111264,2,Less than 150K,1,77,46,52,74,77,46,59,2.3,2.3,43,35 - 45,4,8,0,7,4,52,0,6,Healthcare,Finance,2.8,1.6,3,2.9,1,0.6,1.7,1.7,2,0.1,1,1.9,1.1,9.5,13,9.9,19.6,2.3,0.4,5.5,2.9,2.35,2.47,2.5,2.45,0.85,0.55,1.4,1.45,Triumvirate,84,54,-23,10,-5
791,IWF,Men,Married,25th,6,2,2,3,yes,1,53275,4,Less than 150K,1,83,80,45,93,41,80,96,3.2,3.2,58,Over 55,6,3,10,7,4,50,9,2,Healthcare,Finance,0.5,0.5,2.1,0.6,0.3,0.8,2.5,1.6,2.7,0.8,2.4,2.5,0.9,2.4,3.8,7.1,4.3,0.7,0.5,8.3,2.7,0.4,2.08,1.8,0.55,0.25,0.65,2.05,1.35,Flourisher,88,86,-13,-8,6
792,HBS,Women,In a relationship,5th,2,1,1,2,yes,1,2723714,4,More than 1M,5,78,30,92,47,65,30,70,6.4,6.4,80,Over 55,4,9,1,6,8,54,4,2,Healthcare,Other,1.8,2.2,2.9,0.2,2.9,2,0.9,0.7,0.2,1.6,1,0,0.5,6.3,18.4,9.8,1.3,6.7,1.3,3,1.1,1.45,2.29,2.45,0.15,2.4,1.65,0.75,0.55,Flourisher,69,20,17,-23,9
793,IWF,Women,Single,1st,1,4,3+,4,yes,1,2490072,3,More than 1M,5,76,66,91,44,24,66,79,6.1,6.1,47,45 - 55,8,6,0,3,9,55,7,9,Finance,Consulting,1.5,1.5,1.7,1.8,0.2,2.9,1.2,1.3,0.4,0,2.5,3,2.4,5.6,12.8,5.7,11.9,0.4,1.9,4,2.1,1.25,2.25,1.4,1.5,0.15,2.4,1,1.05,Joy Seeker,34,33,4,2,-11
794,IWF,Women,In a relationship,1st,1,4,3+,4,yes,1,602735,2,500K - 1M,4,18,61,25,90,93,61,23,3.1,3.1,41,35 - 45,5,9,3,4,13,48,19,1,Tech,Finance,1.8,2,0.8,2.2,0.9,2.7,1,2,2.1,0.8,0.4,0.5,2.9,6.5,17,2.6,14.8,2.1,1.8,3.2,3.3,1.55,2.31,0.65,1.85,0.75,2.3,0.8,1.65,Striver,6,74,19,-20,-21
795,Xilio,Men,Single,10th,3,3,3+,4,yes,1,2030609,1,More than 1M,5,70,61,18,82,66,61,43,4.9,4.9,35,0 - 35,2,3,0,1,14,50,15,7,Consulting,Finance,0.1,0.1,1.3,0.1,0.9,1.5,1.4,2.2,1.3,1.5,0.5,1.4,1.2,1.2,1,4.4,0.6,2.1,1,4.7,3.6,0.05,2.01,1.1,0.1,0.75,1.25,1.15,1.8,Joyful Striver,53,40,-20,18,20
796,IWF,Men,Single,30th,7,0,0,1,no,2,942826,4,500K - 1M,4,40,41,40,48,22,41,93,4.6,4.6,61,Over 55,7,8,4,8,8,49,11,3,Finance,Consulting,2.6,0.3,1.8,2,1,2.4,0.9,0,1.2,1.7,1,2.6,2.9,8.8,2.1,5.9,13.2,2.2,1.6,2.9,0,2.2,2.44,1.5,1.65,0.8,2,0.7,0,Flourisher,66,32,-9,18,-20
797,Xilio,Women,In a relationship,20th,5,2,2,3,yes,1,2727143,4,More than 1M,5,44,30,74,30,62,30,77,6.2,6.2,66,Over 55,6,9,3,0,5,50,15,3,Consulting,Tech,2.8,2.1,0.2,1.6,0.5,0.4,2.9,2.8,0.4,2.8,1.2,0.7,2.5,9.4,17.9,0.7,10.6,1.2,0.3,9.6,4.7,2.35,2.47,0.2,1.35,0.4,0.35,2.4,2.35,Purposeful Striver,77,2,19,-5,-1
798,HBS,Men,In a relationship,30th,7,2,2,3,yes,1,892522,4,500K - 1M,4,97,54,56,22,75,54,15,4.4,4.4,75,Over 55,7,6,5,9,6,52,17,4,Other,Healthcare,1.7,0.2,1.9,0.3,2.3,2.9,0.9,0.5,1.5,1.9,1,1.4,1.4,6.1,1.8,6.2,2.1,5.5,2,3.1,0.8,1.4,2.28,1.55,0.25,1.95,2.45,0.8,0.4,Joy Seeker,43,33,-7,2,20
799,Xilio,Men,In a relationship,30th,7,2,2,3,yes,1,833692,2,500K - 1M,4,36,83,53,72,23,83,45,4,4,41,35 - 45,8,6,10,8,14,52,12,1,Finance,Tech,2.1,0.2,2.9,0.5,0.4,2.9,0.3,0.7,0.4,1.2,2.3,0.4,2,7.3,1.8,9.8,3.5,0.9,1.9,1,1.2,1.75,2.35,2.45,0.45,0.3,2.4,0.25,0.6,Flourisher,75,77,16,14,14
800,Xilio,Women,Married,30th,7,0,0,1,no,2,1191157,4,More than 1M,5,83,86,79,16,20,86,75,4.4,4.4,67,Over 55,6,7,7,2,5,55,10,1,Finance,Tech,2.8,0,0.6,1.7,1.9,0.5,1.6,0.8,1.4,2.8,0.3,1.2,1.3,9.3,0.3,1.9,11.4,4.4,0.3,5.3,1.3,2.3,2.46,0.5,1.4,1.6,0.4,1.3,0.65,Flourisher,23,30,9,-25,3
801,HBS,Women,Married,10th,3,2,2,3,yes,1,1344532,3,More than 1M,5,77,78,52,65,94,78,67,5.1,5.1,46,45 - 55,5,2,10,8,3,53,10,8,Finance,Finance,2.1,2.9,2.4,0.9,0.4,0.9,0.2,0.1,2.3,2.4,1.1,0.5,1.7,7.4,23.9,7.9,5.9,0.9,0.6,0.6,0.2,1.75,2.35,2,0.75,0.3,0.75,0.15,0.1,Triumvirate,55,33,20,10,-19
802,HBS,Women,Married,15th,4,0,0,1,no,2,451240,4,250K – 500K,3,10,90,91,32,41,90,56,3.3,3.3,70,Over 55,5,4,1,3,8,48,14,1,Tech,Healthcare,0.5,2.2,2.7,2.8,0.2,0.3,0.3,0.4,0.8,0.6,2.5,1.1,0.2,2.4,18.4,9.1,18.8,0.5,0.2,1.1,0.6,0.4,2.08,2.25,2.35,0.2,0.25,0.3,0.3,Flourisher,80,77,0,-5,14
803,Xilio,Men,Married,1st,1,2,2,3,yes,1,3889744,4,More than 1M,5,17,77,60,38,66,77,80,7.7,7.7,69,Over 55,10,4,2,4,14,49,16,7,Tech,Tech,1.7,1.1,2.8,2.5,2.7,0.8,0.7,3,1.4,0.4,0.2,1.1,2.1,6.2,8.8,9.4,16.4,6.4,0.5,2.2,4.9,1.45,2.29,2.35,2.05,2.25,0.7,0.55,2.45,Striver,75,26,-21,17,-13
804,HBS,Men,In a relationship,15th,4,3,3+,4,yes,1,974789,4,500K - 1M,4,28,21,22,84,53,21,19,3.9,3.9,71,Over 55,9,8,6,6,9,51,15,1,Finance,Healthcare,1.8,0.9,2.9,3,0.6,2.4,1.4,0.9,3,2,2.8,3,0.2,6.5,7.4,9.6,19.7,1.3,1.6,4.6,1.6,1.5,2.3,2.4,2.45,0.5,2.05,1.15,0.8,Purposeful Striver,16,22,3,9,12
805,HBS,Men,In a relationship,15th,4,2,2,3,yes,1,3137092,2,More than 1M,5,97,48,45,21,83,48,15,6.5,6.5,40,35 - 45,10,0,7,5,8,55,8,0,Healthcare,Healthcare,1.3,1,1.6,0.8,2.5,1.1,1.3,0.3,2.1,1.7,3,3,2.5,4.8,8.7,5.2,5.2,5.7,0.8,4.3,0.6,1.05,2.21,1.3,0.65,2.05,0.95,1.1,0.3,Purpose Seeker,8,66,11,-13,-8
806,Xilio,Women,In a relationship,5th,2,0,0,1,no,2,2243573,3,More than 1M,5,79,41,60,74,99,41,87,5.5,5.5,53,45 - 55,7,9,8,0,1,53,9,0,Other,Other,2.2,2.3,2.9,2.9,1.6,0.3,2.4,0.3,2.5,2.4,0.3,0.3,2.5,7.6,19.4,9.8,19.4,3.8,0.2,8,0.5,1.85,2.37,2.45,2.4,1.35,0.2,2,0.25,Flourisher,4,38,-6,-16,-24
807,HBS,Men,In a relationship,1st,1,4,3+,4,yes,1,555893,1,500K - 1M,4,27,45,98,93,36,45,82,3.7,3.7,31,0 - 35,1,1,8,5,9,55,8,8,Tech,Consulting,2.8,2,2.3,1.3,0.2,1,2.2,2.2,1.2,2.2,0.9,2.2,0.7,9.4,16.5,7.6,8.6,0.5,0.7,7.4,3.6,2.35,2.47,1.9,1.1,0.2,0.85,1.85,1.8,Striver,4,90,-5,18,-18
808,Xilio,Men,Married,40th+,9,2,2,3,yes,1,2285363,2,More than 1M,5,79,88,29,16,37,88,99,5.5,5.5,39,35 - 45,5,0,7,7,12,53,8,5,Finance,Other,2.8,0.6,0.5,1,2.9,2.9,1.3,2.6,2.3,1.9,1.1,0.2,1,9.3,4.6,1.6,7,6.7,2,4.3,4.3,2.3,2.46,0.4,0.85,2.4,2.45,1.05,2.15,Joy Seeker,56,46,-16,-16,-15
809,Xilio,Women,In a relationship,10th,3,3,3+,4,yes,1,4411514,3,More than 1M,5,66,53,84,11,93,53,42,8.9,8.9,46,45 - 55,8,0,6,1,8,53,0,3,Other,Healthcare,1.4,0.5,1.4,0.2,0.7,1.9,1,0.8,0.1,3,2.3,0.1,1.4,5.1,4.4,4.8,1,1.7,1.3,3.3,1.3,1.15,2.23,1.2,0.15,0.6,1.55,0.85,0.65,Triumvirate,25,15,-21,20,7
810,IWF,Women,Single,30th,7,2,2,3,yes,1,4178887,3,More than 1M,5,79,14,45,97,35,14,30,7.6,7.6,49,45 - 55,1,4,7,2,6,53,18,1,Tech,Tech,0.3,0.3,2.2,0.2,2.6,1.2,0.9,0.1,0.4,1.6,1.8,0.3,1.8,2,2.5,7.2,1.1,6,0.8,3.2,0.1,0.3,2.06,1.8,0.15,2.15,1.05,0.8,0.05,Triumvirate,67,44,10,-13,12
811,Xilio,Women,In a relationship,1st,1,2,2,3,yes,1,1237094,2,More than 1M,5,11,20,65,43,34,20,12,4.4,4.4,42,35 - 45,0,0,8,1,12,50,14,4,Healthcare,Healthcare,3,2,0.7,2.1,0.5,0.5,2.3,0.7,0.6,0.3,1.9,2.9,0.9,9.9,16.5,2.5,13.8,1.2,0.3,7.7,1.1,2.45,2.49,0.6,1.75,0.4,0.4,1.95,0.55,Purposeful Striver,67,49,-20,11,1
812,HBS,Women,In a relationship,30th,7,2,2,3,yes,1,2251192,1,More than 1M,5,57,60,53,13,62,60,23,5.5,5.5,30,0 - 35,6,4,4,4,7,49,9,0,Consulting,Other,2.5,2.3,1.9,1.4,2.6,3,0.2,0.2,1.2,2.5,2.3,2.8,1.8,8.6,19.1,6.4,9.2,6,2,0.5,0.3,2.1,2.42,1.6,1.15,2.15,2.45,0.15,0.15,Purpose Seeker,27,75,0,12,-6
813,Xilio,Women,In a relationship,15th,4,3,3+,4,yes,1,698406,3,500K - 1M,4,76,33,42,77,96,33,85,4.5,4.5,47,45 - 55,4,2,2,11,1,53,13,7,Other,Finance,0.4,0.8,2,0.7,0,2.5,0,0.3,2.5,0.8,0.4,0.6,0.9,2.1,6.6,6.7,4.5,0.1,1.6,0.1,0.5,0.3,2.06,1.65,0.55,0.05,2.05,0.05,0.25,Striver,32,61,-22,-2,-14
814,HBS,Men,Single,40th+,9,3,3+,4,yes,1,3698866,1,More than 1M,5,79,99,58,10,65,99,65,7.5,7.5,30,0 - 35,1,4,6,1,4,53,6,1,Finance,Healthcare,2.8,0.1,0.5,1.8,1.5,0.8,2.4,1.3,1,2.3,2.5,0.5,0.2,9.3,0.5,1.6,12.3,3.6,0.6,8,2.2,2.3,2.46,0.4,1.55,1.3,0.7,2,1.1,Purposeful Striver,50,67,13,-24,17
815,IWF,Women,In a relationship,25th,6,2,2,3,yes,1,4642338,1,More than 1M,5,66,58,24,55,22,58,66,9.1,9.1,30,0 - 35,9,2,10,0,0,49,17,1,Healthcare,Finance,2.6,0.2,1.7,0.8,2.3,0.2,1.4,0.7,2,2.9,2.1,0.7,0,8.8,2.1,5.7,5.1,5.4,0.1,4.8,1.1,2.15,2.43,1.4,0.65,1.9,0.2,1.2,0.55,Joy Seeker,61,6,13,-4,5
816,Xilio,Women,In a relationship,30th,7,3,3+,4,yes,1,2883406,3,More than 1M,5,99,57,18,16,24,57,47,5.7,5.7,46,45 - 55,2,7,10,10,13,48,17,9,Consulting,Finance,1.6,2.9,2.3,1.7,2.8,0.2,0.4,1.5,2.1,2.1,1.7,1.5,0.3,5.7,24.2,7.7,11.6,6.5,0.1,1.3,2.6,1.3,2.26,1.95,1.45,2.35,0.15,0.35,1.3,Flourisher,51,9,9,-9,1
817,HBS,Women,In a relationship,15th,4,1,1,2,yes,1,1063255,4,More than 1M,5,66,37,42,83,22,37,44,4.4,4.4,57,Over 55,7,10,4,7,3,49,19,4,Healthcare,Tech,1.8,0.9,1.5,1.1,2.7,0.4,0.7,0.8,1.8,1.8,2.7,1.7,2.4,6.3,7.4,5,7.2,6.4,0.2,2.4,1.3,1.5,2.3,1.25,0.9,2.25,0.3,0.6,0.65,Flourisher,19,6,-25,10,6
818,Xilio,Men,Married,40th+,9,2,2,3,yes,1,3082766,4,More than 1M,5,88,61,25,89,70,61,77,7.1,7.1,67,Over 55,10,6,10,2,14,55,12,7,Finance,Other,1.2,2.3,0,2.5,2.5,1.7,2.8,2.8,1.1,1.4,2.1,0.7,2.9,4.6,19.2,0.1,16.5,5.7,1.2,9.3,4.7,1,2.2,0.05,2.05,2.05,1.45,2.35,2.35,Purposeful Striver,21,73,-2,-12,-16
819,HBS,Men,In a relationship,5th,2,3,3+,4,yes,1,570677,4,500K - 1M,4,78,44,33,88,67,44,22,3.7,3.7,56,Over 55,5,10,6,11,2,49,2,9,Other,Tech,0.2,1.9,0,2.5,2.7,2.8,2.6,2.7,1.7,1.1,0.6,2.3,1.3,1.5,15.6,0.1,16.4,6.2,1.9,8.6,4.5,0.15,2.03,0,2.05,2.2,2.3,2.15,2.25,Triumvirate,5,32,10,-16,-23
820,HBS,Men,Married,40th+,9,1,1,2,yes,1,3124235,4,More than 1M,5,79,12,91,73,44,12,50,7.3,7.3,62,Over 55,4,2,2,3,5,51,19,3,Consulting,Healthcare,1,1.1,1.1,1.4,0.6,1.5,2.1,1.7,1,1.1,1.3,0.9,1.5,4,9.5,3.6,9.5,1.4,1,7.1,2.8,0.85,2.17,0.9,1.2,0.5,1.25,1.75,1.4,Striver,82,41,-20,9,19
821,HBS,Men,In a relationship,10th,3,4,3+,4,yes,1,1201459,1,More than 1M,5,50,65,76,63,18,65,14,4.2,4.2,33,0 - 35,4,0,5,7,1,55,8,9,Healthcare,Consulting,2.4,0.6,2.8,1.1,0.9,2.5,1.4,1.1,0.3,1.9,1.5,2.8,0.4,8.2,5.1,9.3,7,2,1.7,4.8,1.8,2,2.4,2.3,0.9,0.7,2.1,1.2,0.9,Purposeful Striver,42,76,15,-1,1
822,IWF,Men,Single,40th+,9,0,0,1,no,2,2889653,2,More than 1M,5,93,93,19,98,21,93,13,7.2,7.2,42,35 - 45,5,10,1,8,2,53,13,3,Finance,Consulting,0,0.4,0.7,1.1,0.9,1.3,1.6,1.1,3,2.3,0.2,2,1.7,1,3,2.3,7.3,2,0.9,5.2,1.9,0,2,0.55,0.9,0.7,1.1,1.3,0.95,Joyful Striver,61,8,20,-23,9
