id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap,industry_graduation_levels,industry_current_levels,joy_working,joy_reading,joy_catching_up,joy_social_media,joy_watching_tv,joy_exercising,joy_sleeping,joy_care_giving,joy_parting_hosting,joy_eating_with_family,joy_eating_with_others,joy_eating_alone,joy_watching_TV_with_family,joy_watching_TV_with_others,joy_watching_TV_alone,joy_hanging_out_alone,joy_hanging_out_with_family,joy_hanging_out_with_others,joy_chores_alone,joy_chores_with_others,joy_chores_with_family,joy_commuting_alone,joy_volunteering,joy_therapy,joy_gaming,joy_school_learning,joy_side_projects,joy_job_searching,joy_napping,joy_hobbies
854.0,Xilio,Men,In a relationship,30th,7.0,2.0,2,3.0,Kids,1.0,4229591.0,3.0,More than 1M,5.0,62.0,18.0,55.0,51.0,27.0,18.0,27.0,8.7,8.7,50.0,45 - 55,6.0,6.0,5.0,0.0,12.0,51.0,14.0,9.0,Consulting,Finance,2.7,2.5,2.8,2.8,1.0,2.6,2.3,0.9,2.1,1.7,inf,2.3,inf,9.1,21.2,9.2,18.8,2.4,1.7,7.8,1.5,2.25,2.45,2.3,2.35,0.85,2.15,1.95,0.75,Joyful Striver,86.0,55.0,,-14.0,17.0,2.0,1.0,17,96,57,89,67,29,93,47,46,57,72,72,71,67,35,21,47,59,72,96,89,72,72,55,60,88,99,98,43,64
855.0,Xilio,Men,Single,40th+,9.0,2.0,2,3.0,Kids,1.0,3184240.0,1.0,More than 1M,5.0,35.0,31.0,74.0,23.0,87.0,31.0,90.0,7.5,7.5,34.0,0 - 35,3.0,7.0,7.0,0.0,9.0,54.0,16.0,4.0,Healthcare,Finance,0.6,2.8,0.3,2.0,1.9,1.2,0.1,1.5,1.4,2.6,0.8,1.7,1.0,2.8,23.0,1.0,13.2,4.4,0.8,0.2,2.5,0.5,2.1,0.25,1.65,1.55,1.0,0.05,1.25,Joyful Striver,14.0,32.0,-8.0,-10.0,-24.0,4.0,1.0,61,21,80,52,12,27,10,11,16,100,98,100,16,22,32,66,72,34,10,20,82,24,16,73,97,69,21,25,59,14
856.0,IWF,Men,In a relationship,25th,6.0,3.0,3+,4.0,Kids,1.0,686702.0,2.0,500K - 1M,4.0,54.0,83.0,68.0,49.0,19.0,83.0,56.0,3.5,3.5,40.0,35 - 45,5.0,2.0,6.0,7.0,8.0,50.0,8.0,8.0,Consulting,Healthcare,0.6,0.8,1.5,0.2,0.6,2.3,1.0,1.3,0.4,1.4,1.7,0.4,0.6,2.7,6.3,5.1,1.5,1.3,1.5,3.3,2.1,0.5,2.1,1.25,0.2,0.5,1.9,0.8,1.05,Triumvirate,90.0,51.0,17.0,-10.0,-16.0,2.0,4.0,88,22,30,86,89,47,63,95,49,94,41,61,80,59,88,53,38,93,80,67,26,45,31,90,51,27,10,31,51,73
857.0,IWF,Men,In a relationship,1st,1.0,4.0,3+,4.0,Kids,1.0,3284600.0,4.0,More than 1M,5.0,36.0,25.0,19.0,30.0,48.0,25.0,22.0,6.5,6.5,56.0,Over 55,3.0,5.0,6.0,11.0,12.0,51.0,11.0,2.0,Other,Finance,0.1,2.3,0.7,1.1,0.4,0.4,1.9,1.2,0.6,0.2,2.1,1.6,2.4,1.3,18.9,2.2,7.1,1.0,0.3,6.3,2.1,0.1,2.02,0.55,0.9,0.35,0.35,1.55,1.05,Joy Seeker,28.0,44.0,-5.0,17.0,17.0,5.0,1.0,56,34,51,16,78,76,67,93,48,61,47,98,59,15,45,22,28,34,99,73,68,38,94,85,72,29,81,62,42,44
858.0,HBS,Men,Single,1st,1.0,1.0,1,2.0,Kids,,2015296.0,2.0,More than 1M,5.0,55.0,78.0,39.0,26.0,10.0,78.0,79.0,5.6,5.6,38.0,35 - 45,0.0,0.0,2.0,9.0,5.0,55.0,6.0,0.0,Healthcare,Finance,1.4,1.4,0.1,1.7,2.8,0.0,0.8,0.7,0.2,1.7,0.4,1.1,1.9,5.2,11.5,0.4,11.0,6.6,0.0,2.8,1.2,1.2,2.24,0.1,1.4,2.35,0.0,0.7,0.6,Triumvirate,87.0,82.0,-22.0,10.0,-1.0,4.0,1.0,65,54,35,60,94,32,79,98,71,93,31,33,61,94,100,33,100,62,28,27,40,61,15,37,98,14,42,100,36,78
859.0,Xilio,Women,Married,20th,5.0,4.0,3+,4.0,Kids,1.0,2220222.0,4.0,More than 1M,5.0,68.0,54.0,90.0,64.0,61.0,54.0,50.0,5.4,5.4,58.0,Over 55,5.0,9.0,6.0,11.0,5.0,55.0,19.0,9.0,Other,Consulting,1.7,2.5,0.1,1.2,2.8,0.1,2.7,0.4,1.7,1.0,2.4,2.4,1.4,6.1,21.0,0.4,8.1,6.4,0.0,9.1,0.7,1.4,2.28,0.1,1.0,2.3,0.05,2.25,0.35,Purposeful Striver,78.0,70.0,7.0,-13.0,-6.0,5.0,2.0,95,28,23,82,19,25,92,88,87,77,25,81,35,60,15,53,38,23,61,56,73,55,70,57,70,27,73,26,87,63
,HBS,Men,Single,30th,7.0,1.0,1,2.0,Kids,1.0,3779783.0,3.0,More than 1M,5.0,21.0,71.0,11.0,97.0,46.0,71.0,93.0,7.8,7.8,55.0,45 - 55,8.0,10.0,3.0,8.0,3.0,52.0,16.0,6.0,Tech,inf,0.2,2.2,0.5,2.5,2.7,1.8,1.9,0.6,1.9,0.5,1.8,2.3,0.7,1.6,18.2,1.8,16.7,6.2,1.2,6.3,inf,0.15,2.03,0.45,2.1,2.2,1.45,1.6,0.5,Flourisher,88.0,18.0,1.0,-19.0,,3.0,2.0,23,64,66,41,92,68,27,81,62,20,61,18,35,45,44,66,44,69,39,53,57,78,23,44,71,49,77,13,68,12
861.0,IWF,Men,In a relationship,inf,3.0,0.0,0,,No Kids,2.0,2749269.0,4.0,More than 1M,5.0,82.0,90.0,65.0,19.0,51.0,90.0,60.0,6.4,6.4,61.0,Over 55,5.0,5.0,6.0,6.0,2.0,50.0,8.0,0.0,Other,Healthcare,2.3,2.3,2.6,2.4,1.9,1.4,0.2,0.2,1.5,2.5,2.8,2.7,1.0,8.0,19.4,8.7,16.3,4.4,0.9,inf,0.3,1.95,2.39,2.15,2.05,1.55,1.15,0.2,0.15,Joy Seeker,2.0,83.0,-19.0,10.0,-3.0,5.0,4.0,99,54,46,84,34,78,15,46,13,86,38,46,28,80,47,25,79,52,64,68,32,38,25,17,12,10,23,70,28,15
862.0,Xilio,Men,Single,10th,3.0,2.0,2,3.0,Kids,1.0,4832116.0,1.0,More than 1M,5.0,80.0,45.0,42.0,25.0,84.0,45.0,93.0,8.0,8.0,32.0,0 - 35,10.0,4.0,7.0,10.0,6.0,51.0,14.0,6.0,Tech,Healthcare,1.4,2.0,0.8,1.8,2.4,1.6,2.7,0.6,2.5,1.6,1.0,0.0,2.9,5.1,16.4,2.8,12.2,5.7,1.0,9.1,1.0,1.15,2.23,0.7,1.55,2.0,1.3,2.25,,Flourisher,26.0,22.0,-20.0,-17.0,-2.0,3.0,4.0,37,17,67,17,77,77,54,58,91,82,25,92,18,34,44,30,32,71,23,59,79,56,12,100,98,28,23,95,85,96
863.0,HBS,Men,In a relationship,30th,7.0,0.0,0,1.0,No Kids,2.0,2354797.0,1.0,More than 1M,5.0,19.0,35.0,91.0,74.0,65.0,35.0,55.0,6.6,6.6,31.0,0 - 35,2.0,2.0,4.0,inf,4.0,53.0,3.0,9.0,Tech,Other,1.6,0.5,2.9,1.1,0.2,0.0,2.9,0.0,2.6,2.8,0.3,2.4,inf,5.7,4.4,9.5,7.5,0.5,0.0,9.6,0.0,1.3,2.26,2.4,0.95,0.15,0.0,2.4,0.0,Joy Seeker,14.0,37.0,-11.0,6.0,-15.0,3.0,5.0,96,62,30,96,70,30,32,61,34,13,85,62,70,20,83,85,55,85,22,78,39,100,18,31,85,96,18,61,12,65
864.0,IWF,Women,Married,10th,3.0,3.0,3+,4.0,,1.0,816667.0,4.0,500K - 1M,4.0,88.0,68.0,19.0,82.0,66.0,inf,50.0,4.8,4.8,61.0,Over 55,5.0,5.0,inf,5.0,4.0,48.0,6.0,6.0,Other,Finance,1.3,1.6,1.7,0.8,1.0,1.3,0.2,1.9,1.8,2.4,1.5,2.8,1.2,5.0,13.6,5.8,5.1,2.3,0.8,0.8,3.1,1.1,2.22,inf,0.65,0.85,1.05,0.2,1.55,Joy Seeker,59.0,,-8.0,-15.0,20.0,5.0,1.0,87,64,91,98,38,87,32,42,16,85,26,89,29,53,62,60,53,78,93,97,64,34,56,33,35,35,82,44,80,11
865.0,IWF,Women,In a relationship,40th+,9.0,3.0,3+,4.0,Kids,1.0,1383649.0,4.0,More than 1M,5.0,20.0,81.0,39.0,77.0,79.0,81.0,,4.3,4.3,77.0,Over 55,5.0,5.0,0.0,0.0,12.0,54.0,15.0,8.0,Finance,Healthcare,1.2,3.0,1.3,0.3,0.9,2.2,1.6,0.9,0.0,2.1,0.3,2.4,1.6,4.6,24.6,4.4,2.1,2.2,1.4,5.3,1.6,1.0,2.2,1.1,0.25,0.8,1.8,1.35,0.8,Flourisher,56.0,59.0,6.0,-18.0,8.0,1.0,4.0,97,41,78,81,28,87,35,31,37,82,73,33,59,23,47,30,57,72,99,38,16,89,94,75,57,38,35,53,34,91
866.0,Xilio,Women,Single,20th,5.0,1.0,1,2.0,Kids,1.0,1742503.0,4.0,More than 1M,5.0,71.0,35.0,56.0,26.0,90.0,35.0,86.0,4.9,4.9,67.0,Over 55,0.0,3.0,9.0,10.0,13.0,51.0,13.0,0.0,Tech,Healthcare,1.7,2.8,1.7,1.1,1.9,1.3,0.9,2.9,2.1,0.0,2.9,0.4,2.3,6.0,23.4,5.8,7.1,4.4,0.9,3.0,,1.4,2.28,1.45,0.9,1.6,1.1,0.75,2.45,Flourisher,7.0,3.0,-15.0,7.0,2.0,3.0,4.0,11,60,12,54,52,79,86,14,78,86,100,30,89,38,68,69,61,11,36,99,84,25,51,95,17,68,58,24,24,47
867.0,HBS,Men,In a relationship,10th,3.0,1.0,1,2.0,Kids,1.0,3015418.0,4.0,More than 1M,5.0,,58.0,97.0,76.0,inf,58.0,30.0,6.8,6.8,76.0,Over 55,5.0,3.0,7.0,10.0,0.0,48.0,4.0,1.0,Healthcare,Tech,0.5,0.1,1.6,1.2,1.1,2.2,1.2,0.6,1.3,1.3,0.1,0.2,1.0,2.4,1.1,5.2,8.3,2.5,1.5,3.9,1.0,0.4,2.08,1.3,1.05,0.9,1.85,1.0,0.5,Flourisher,3.0,28.0,-6.0,-3.0,-21.0,4.0,3.0,35,53,96,95,75,21,16,27,76,57,98,49,90,83,52,60,17,63,98,76,21,98,51,73,14,72,26,70,92,65
868.0,HBS,Men,In a relationship,30th,7.0,4.0,3+,4.0,Kids,1.0,3639736.0,4.0,More than 1M,5.0,32.0,79.0,34.0,24.0,63.0,79.0,60.0,7.5,7.5,77.0,Over 55,6.0,3.0,1.0,10.0,,52.0,14.0,9.0,Tech,Finance,0.5,0.5,2.3,2.0,0.4,0.7,0.5,1.0,1.7,0.6,2.3,0.1,0.5,2.6,4.1,7.6,13.5,1.0,0.5,1.8,1.7,0.45,2.09,1.9,1.7,0.35,0.6,0.45,0.85,Striver,23.0,74.0,-2.0,-1.0,-21.0,3.0,1.0,23,91,99,68,83,25,88,47,29,35,22,71,31,59,13,30,64,25,18,11,69,50,32,74,20,92,77,53,69,14
869.0,Xilio,Women,In a relationship,10th,3.0,0.0,0,1.0,No Kids,2.0,1414418.0,3.0,More than 1M,5.0,37.0,57.0,99.0,35.0,21.0,57.0,81.0,5.0,,48.0,45 - 55,3.0,6.0,0.0,3.0,7.0,51.0,8.0,6.0,Healthcare,Tech,2.6,0.4,0.8,2.0,1.8,2.4,1.7,1.1,1.9,2.7,1.6,1.9,1.8,8.8,3.3,2.8,13.2,4.2,1.6,5.8,1.8,2.15,2.43,0.7,1.65,1.5,2.05,1.45,0.9,Flourisher,18.0,35.0,-11.0,-18.0,-5.0,4.0,3.0,68,79,46,13,70,90,53,46,92,86,81,79,22,14,14,15,75,64,50,34,61,74,12,23,51,71,69,30,92,55
870.0,IWF,Women,inf,15th,4.0,4.0,3+,4.0,Kids,1.0,416594.0,1.0,250K – 500K,3.0,69.0,42.0,62.0,80.0,78.0,42.0,28.0,4.5,4.5,30.0,0 - 35,1.0,7.0,9.0,1.0,4.0,55.0,18.0,2.0,Tech,Consulting,2.8,2.2,1.1,0.2,2.4,1.8,2.9,0.0,1.1,0.5,1.1,,2.0,9.5,18.1,3.5,1.4,5.7,1.2,9.6,0.0,2.35,2.47,0.9,inf,2.05,1.45,2.4,0.0,Triumvirate,38.0,61.0,-19.0,19.0,-14.0,3.0,2.0,65,27,97,76,52,96,36,73,20,48,65,78,21,81,77,82,86,52,57,28,36,78,10,34,100,57,12,86,32,20
871.0,Xilio,Women,In a relationship,5th,2.0,2.0,2,3.0,Kids,1.0,2899760.0,4.0,More than 1M,5.0,81.0,80.0,89.0,86.0,70.0,80.0,59.0,6.4,6.4,71.0,Over 55,3.0,10.0,9.0,7.0,4.0,51.0,16.0,8.0,Other,Tech,1.1,2.5,2.7,1.2,1.1,0.6,1.5,2.5,2.8,0.9,0.2,3.0,2.1,4.4,20.4,8.9,7.9,2.7,0.4,5.0,4.2,0.95,2.19,2.25,1.0,0.95,0.55,1.25,2.1,Striver,15.0,54.0,-5.0,-4.0,-22.0,5.0,3.0,16,92,58,38,34,23,35,19,76,67,14,23,19,78,54,74,49,70,21,49,21,29,76,12,50,71,34,56,20,74
872.0,IWF,Men,Married,40th+,9.0,0.0,0,1.0,No Kids,2.0,3836503.0,2.0,More than 1M,5.0,37.0,38.0,16.0,44.0,16.0,38.0,36.0,7.2,7.2,40.0,35 - 45,4.0,4.0,9.0,7.0,6.0,48.0,0.0,9.0,Tech,Other,0.8,0.6,2.8,0.5,0.4,0.7,0.2,0.1,0.4,1.6,1.9,1.2,2.6,3.4,5.3,9.5,3.6,0.9,0.5,0.8,0.2,0.7,2.14,2.35,0.45,0.35,0.6,0.2,0.1,Joy Seeker,64.0,63.0,16.0,-22.0,16.0,3.0,5.0,12,31,28,38,29,70,88,88,96,28,21,51,74,97,89,85,94,47,19,11,22,78,80,14,28,27,30,84,68,19
873.0,IWF,Women,In a relationship,1st,1.0,3.0,3+,4.0,Kids,1.0,3867247.0,4.0,More than 1M,5.0,19.0,24.0,21.0,50.0,50.0,24.0,11.0,6.9,6.9,63.0,Over 55,10.0,0.0,,8.0,11.0,53.0,15.0,2.0,Finance,Consulting,1.9,1.5,2.7,0.5,0.6,1.9,1.9,2.8,2.0,0.8,1.8,1.0,1.1,6.8,12.6,8.9,3.1,1.4,1.3,6.2,,1.6,2.32,2.25,0.4,0.5,1.55,1.55,2.35,Striver,89.0,79.0,0.0,14.0,-6.0,1.0,2.0,32,46,98,37,57,80,45,51,16,97,50,59,39,66,34,67,40,54,15,92,81,45,12,74,57,75,21,58,94,50
874.0,HBS,Men,Single,30th,7.0,3.0,3+,4.0,Kids,1.0,1122501.0,,More than 1M,5.0,43.0,79.0,44.0,62.0,22.0,79.0,27.0,4.0,4.0,36.0,35 - 45,4.0,5.0,5.0,5.0,5.0,49.0,8.0,0.0,Other,Other,1.2,2.5,1.3,2.5,0.7,2.5,1.0,2.7,0.0,0.6,0.8,1.9,0.2,4.7,21.0,4.2,16.5,1.7,1.7,3.4,4.5,1.0,2.2,1.05,2.05,0.6,2.05,0.85,2.25,Purpose Seeker,28.0,7.0,18.0,-23.0,12.0,5.0,5.0,27,65,94,86,92,55,64,57,32,92,12,70,17,35,87,87,57,60,43,74,89,67,58,63,62,36,63,62,43,53
875.0,HBS,Women,In a relationship,1st,1.0,3.0,3+,inf,Kids,1.0,167023.0,2.0,150K – 250K,2.0,23.0,40.0,60.0,56.0,11.0,40.0,99.0,3.1,3.1,44.0,35 - 45,5.0,9.0,4.0,1.0,7.0,50.0,1.0,9.0,Tech,Healthcare,0.1,2.2,2.3,0.1,0.9,1.2,2.6,1.6,2.8,1.8,2.7,2.5,2.9,1.2,18.3,7.8,0.8,2.1,0.8,8.6,2.7,0.05,2.01,1.95,0.1,0.75,1.05,2.15,1.35,Purposeful Striver,74.0,76.0,-12.0,3.0,-1.0,3.0,4.0,47,68,21,88,96,41,73,53,70,86,42,13,30,15,20,15,70,51,61,71,71,57,76,28,64,15,10,36,16,99
876.0,Xilio,Men,In a relationship,15th,inf,1.0,1,2.0,Kids,1.0,1165964.0,4.0,More than 1M,5.0,72.0,65.0,13.0,67.0,53.0,65.0,53.0,5.3,5.3,61.0,Over 55,9.0,5.0,0.0,4.0,10.0,52.0,13.0,7.0,Healthcare,Healthcare,0.5,1.6,1.4,1.3,1.9,0.8,1.3,1.6,0.3,0.3,0.9,2.8,1.3,2.4,13.6,4.8,8.4,4.5,0.5,4.3,2.7,0.4,2.08,1.2,1.05,1.6,0.65,1.1,1.35,Joy Seeker,39.0,49.0,11.0,15.0,-12.0,4.0,4.0,24,12,70,96,33,24,100,91,80,86,95,81,31,25,38,74,61,33,50,100,38,91,64,63,70,79,10,40,53,42
877.0,Xilio,Men,In a relationship,10th,3.0,1.0,1,2.0,Kids,1.0,4756599.0,3.0,More than 1M,5.0,39.0,24.0,23.0,94.0,87.0,24.0,34.0,8.5,8.5,48.0,45 - 55,0.0,2.0,4.0,4.0,0.0,54.0,18.0,9.0,Tech,Finance,,1.8,1.5,0.5,1.8,2.6,0.6,2.0,0.3,0.2,1.3,2.4,1.9,7.4,14.8,5.0,3.4,4.2,1.7,1.9,3.3,1.8,2.36,1.25,0.4,1.5,2.15,0.5,1.65,Purpose Seeker,57.0,85.0,-5.0,3.0,-15.0,3.0,1.0,73,37,50,53,20,53,66,96,43,67,59,97,27,69,43,95,47,39,92,63,44,11,13,85,41,68,54,53,100,100
878.0,Xilio,Men,Married,15th,4.0,0.0,0,1.0,No Kids,2.0,1513624.0,3.0,More than 1M,5.0,73.0,94.0,75.0,83.0,12.0,94.0,13.0,4.9,4.9,49.0,45 - 55,0.0,10.0,5.0,8.0,6.0,53.0,19.0,5.0,Healthcare,Healthcare,2.0,1.5,0.6,2.6,2.1,2.0,0.6,1.2,1.0,1.1,1.6,1.3,2.0,6.9,12.7,2.0,17.6,4.9,1.3,1.9,1.9,1.65,2.33,0.5,2.2,1.75,1.65,0.5,0.95,Joyful Striver,17.0,31.0,-8.0,8.0,6.0,4.0,4.0,98,83,42,99,64,26,78,25,28,37,65,84,75,21,95,43,100,46,15,54,69,89,40,19,55,15,55,41,73,65
879.0,Xilio,Women,Single,5th,2.0,2.0,2,3.0,Kids,1.0,2185748.0,4.0,More than 1M,,24.0,91.0,49.0,82.0,37.0,,57.0,5.6,5.6,73.0,Over 55,9.0,5.0,6.0,8.0,7.0,52.0,17.0,1.0,Healthcare,Consulting,0.1,0.9,1.8,1.7,1.1,1.3,2.3,1.9,1.1,2.2,0.3,1.9,1.6,1.2,7.4,5.9,11.1,2.5,0.9,7.7,3.2,0.05,2.01,1.5,1.4,0.9,1.1,1.9,1.6,Flourisher,86.0,58.0,-21.0,8.0,-15.0,4.0,2.0,37,44,59,13,37,50,70,63,67,75,18,26,57,84,23,65,45,62,11,58,38,38,75,25,45,40,57,39,32,21
880.0,HBS,Men,Married,40th+,9.0,0.0,0,1.0,No Kids,2.0,1986109.0,3.0,More than 1M,5.0,95.0,73.0,74.0,24.0,24.0,73.0,23.0,6.0,6.0,49.0,45 - 55,5.0,4.0,0.0,10.0,11.0,54.0,15.0,8.0,Finance,Finance,0.7,1.7,0.6,0.7,2.5,1.5,0.8,0.1,0.6,1.7,2.8,2.6,0.6,3.0,14.1,1.9,4.6,5.8,1.0,2.7,0.2,0.55,2.11,0.45,0.6,2.05,1.2,0.65,0.1,Flourisher,90.0,,-23.0,2.0,-8.0,,1.0,83,70,77,99,78,63,11,44,18,19,91,94,53,12,33,84,96,72,24,78,40,25,87,55,27,65,16,27,67,11
881.0,HBS,Men,In a relationship,1st,,1.0,1,2.0,Kids,1.0,3075179.0,3.0,More than 1M,5.0,38.0,44.0,85.0,64.0,52.0,44.0,31.0,7.9,7.9,52.0,45 - 55,1.0,10.0,9.0,0.0,10.0,50.0,7.0,7.0,Tech,Tech,0.7,2.1,1.0,1.5,0.6,0.6,2.3,0.2,1.8,1.3,1.1,1.5,2.3,3.1,17.2,3.3,10.0,1.4,0.4,7.7,0.3,0.6,2.12,0.85,1.25,0.5,0.5,1.9,0.15,Joy Seeker,44.0,24.0,-3.0,,1.0,3.0,3.0,48,63,80,18,72,53,64,37,57,95,59,66,18,72,68,12,64,20,26,47,86,44,73,38,83,63,19,72,29,10
882.0,HBS,Men,Single,40th+,9.0,4.0,3+,4.0,Kids,1.0,3955282.0,4.0,More than 1M,5.0,35.0,90.0,49.0,17.0,61.0,90.0,52.0,7.5,7.5,76.0,Over 55,2.0,3.0,2.0,5.0,11.0,55.0,19.0,0.0,Finance,Other,2.0,2.6,2.6,2.2,1.4,1.9,0.6,1.4,1.3,1.7,0.2,0.7,2.4,7.0,21.8,8.6,14.6,3.3,1.3,2.1,2.3,1.7,2.34,2.15,1.85,1.15,1.55,0.5,1.15,Triumvirate,25.0,20.0,0.0,-11.0,-8.0,1.0,5.0,66,72,95,14,68,14,89,11,91,86,38,99,76,73,48,51,94,87,25,13,85,71,40,24,27,94,24,25,36,74
883.0,IWF,Women,In a relationship,20th,5.0,4.0,3+,4.0,Kids,1.0,903172.0,3.0,500K - 1M,4.0,33.0,36.0,56.0,70.0,98.0,36.0,83.0,3.8,inf,55.0,45 - 55,10.0,5.0,7.0,5.0,1.0,53.0,6.0,4.0,Finance,Other,0.1,1.9,0.6,2.9,2.4,1.1,1.0,1.6,0.1,1.1,1.2,0.5,1.7,1.2,15.9,2.1,19.2,5.6,0.7,3.2,2.7,0.05,2.01,0.5,2.4,2.0,0.9,0.8,1.35,Purposeful Striver,17.0,37.0,11.0,-3.0,-3.0,1.0,5.0,26,88,42,65,14,36,96,22,50,67,48,57,63,71,35,71,22,32,37,26,70,90,72,57,21,50,49,44,69,42
884.0,HBS,Women,Married,5th,2.0,4.0,3+,4.0,Kids,1.0,3715540.0,4.0,More than 1M,5.0,97.0,28.0,54.0,83.0,45.0,28.0,95.0,8.0,8.0,58.0,Over 55,7.0,5.0,2.0,6.0,8.0,48.0,13.0,8.0,Tech,Other,0.3,2.3,0.2,0.7,0.5,3.0,1.4,2.7,1.0,2.8,1.8,0.0,1.5,1.9,19.0,0.7,4.4,1.3,2.0,4.7,4.4,0.25,2.05,0.2,0.55,0.45,2.5,1.15,2.2,Purposeful Striver,13.0,4.0,-2.0,18.0,-15.0,3.0,5.0,95,16,90,93,60,96,47,50,57,82,100,53,35,15,52,15,46,89,94,62,11,13,75,20,81,27,20,71,17,95
885.0,HBS,Men,Married,25th,6.0,0.0,0,1.0,No Kids,2.0,552244.0,4.0,500K - 1M,4.0,48.0,81.0,55.0,38.0,49.0,81.0,56.0,4.0,4.0,68.0,Over 55,8.0,1.0,4.0,11.0,14.0,48.0,9.0,8.0,Finance,Finance,2.4,0.5,0.2,2.7,0.3,1.4,2.8,0.3,2.4,0.2,1.5,2.2,0.3,8.2,4.0,0.7,17.7,0.8,1.0,9.4,0.5,2.0,2.4,0.15,2.2,0.25,1.2,2.35,0.25,Joy Seeker,84.0,20.0,-7.0,0.0,-5.0,1.0,1.0,99,85,33,59,30,87,89,89,54,23,54,54,94,28,45,15,56,59,81,94,42,77,40,43,55,96,65,18,76,85
886.0,Xilio,Men,In a relationship,1st,1.0,2.0,2,3.0,Kids,1.0,4903594.0,3.0,More than 1M,5.0,74.0,65.0,21.0,62.0,25.0,65.0,71.0,9.8,9.8,54.0,45 - 55,10.0,2.0,3.0,2.0,14.0,55.0,9.0,3.0,Tech,Other,inf,1.4,2.8,2.8,2.7,1.5,2.8,2.5,2.1,2.0,2.1,0.3,0.3,2.6,11.5,9.4,inf,6.2,1.0,9.3,4.1,0.45,2.09,2.35,2.35,2.2,1.2,2.35,2.05,Striver,25.0,60.0,-1.0,-22.0,18.0,3.0,5.0,53,58,70,84,21,88,87,68,34,93,26,100,35,27,48,72,99,94,19,62,81,60,56,45,64,32,55,71,11,45
887.0,HBS,Women,Single,25th,6.0,4.0,3+,4.0,Kids,1.0,4093309.0,4.0,More than 1M,5.0,52.0,85.0,78.0,10.0,93.0,85.0,62.0,8.2,8.2,77.0,Over 55,4.0,0.0,7.0,10.0,0.0,55.0,15.0,9.0,Consulting,Tech,2.0,0.0,1.5,2.7,1.0,1.7,0.6,0.6,2.2,2.7,0.2,0.7,1.0,6.9,0.2,5.1,18.3,2.4,1.1,2.1,1.1,1.65,2.33,1.25,2.3,0.85,1.4,0.5,inf,Purpose Seeker,68.0,24.0,-5.0,0.0,-21.0,2.0,3.0,34,94,70,24,59,52,38,78,87,24,65,89,43,89,70,29,80,64,19,40,71,98,31,39,47,45,54,48,31,30
888.0,IWF,Women,Married,10th,3.0,0.0,0,1.0,No Kids,2.0,1092636.0,2.0,More than 1M,5.0,79.0,70.0,90.0,20.0,11.0,70.0,21.0,4.1,4.1,41.0,35 - 45,8.0,10.0,3.0,4.0,11.0,48.0,11.0,5.0,Healthcare,Finance,,0.7,1.2,1.9,2.1,2.8,1.1,1.2,2.1,2.4,0.9,0.9,0.9,3.1,6.2,4.1,12.7,4.8,1.8,3.6,2.0,0.6,2.12,1.0,1.6,1.7,2.3,0.9,1.0,Triumvirate,10.0,,-14.0,14.0,-3.0,4.0,1.0,26,40,37,41,13,40,35,62,34,42,55,99,17,96,25,30,31,64,19,31,68,42,83,82,87,34,96,60,79,93
889.0,HBS,Women,In a relationship,40th+,9.0,4.0,3+,4.0,Kids,1.0,1816921.0,2.0,,5.0,62.0,65.0,72.0,69.0,15.0,65.0,32.0,5.5,5.5,37.0,35 - 45,7.0,9.0,6.0,0.0,4.0,48.0,14.0,5.0,Other,Healthcare,0.3,2.2,2.4,1.9,0.1,2.4,0.4,0.9,0.9,0.6,2.5,1.7,2.9,1.9,18.2,8.1,12.6,0.2,1.6,1.5,1.6,0.25,2.05,2.05,1.55,0.05,2.0,0.35,0.8,Purpose Seeker,67.0,49.0,15.0,-17.0,15.0,5.0,4.0,22,67,67,37,51,26,44,54,28,26,76,42,19,52,68,11,48,13,82,20,49,87,92,91,11,16,22,19,45,45
